block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,31032339,left,1,NA,NA,1.477
practice,right_fish.jpg,null,right,31032339,right,1,NA,NA,1.089
practice,bowl.jpg,null,,31032339,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,31032339,right,1,NA,NA,0.958
practice,bowl.jpg,null,,31032339,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,31032339,left,1,NA,NA,1.008
practice,con_left_practice.jpg,congruent,left,31032339,left,1,NA,NA,0.854
practice,in_left_practice.jpg,incongruent,left,31032339,left,1,1,ci,0.974
practice,con_right_practice.jpg,congruent,right,31032339,right,1,1,ic,0.597
practice,nogo_right_practice.jpg,nogo,right,31032339,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,31032339,right,1,1,xi,1.109
practice,nogo_left_practice.jpg,nogo,left,31032339,NA,1,1,ix,-1
test,in_right.jpg,incongruent,right,31032339,left,0,NA,NA,1.775
test,con_left.jpg,congruent,left,31032339,left,1,1,ic,1.306
test,con_left.jpg,congruent,left,31032339,left,1,0,cc,0.923
test,nogo_right.jpg,nogo,right,31032339,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,31032339,right,0,0,xx,1.423
test,con_right.jpg,congruent,right,31032339,right,1,1,xc,1.159
test,con_right.jpg,congruent,right,31032339,right,1,0,cc,0.825
test,nogo_right.jpg,nogo,right,31032339,right,0,1,cx,0.797
test,nogo_left.jpg,nogo,left,31032339,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,31032339,right,1,1,xi,1.142
test,in_right.jpg,incongruent,right,31032339,right,1,0,ii,1.711
test,nogo_right.jpg,nogo,right,31032339,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,31032339,left,0,0,xx,0.866
test,con_right.jpg,congruent,right,31032339,right,1,1,xc,0.958
test,con_left.jpg,congruent,left,31032339,left,1,0,cc,1.112
test,in_left.jpg,incongruent,left,31032339,left,1,1,ci,1.091
test,in_left.jpg,incongruent,left,31032339,left,1,0,ii,1.359
test,nogo_left.jpg,nogo,left,31032339,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,31032339,left,0,0,xx,0.941
test,con_right.jpg,congruent,right,31032339,right,1,1,xc,1.360
test,con_right.jpg,congruent,right,31032339,right,1,0,cc,1.277
test,in_right.jpg,incongruent,right,31032339,right,1,1,ci,0.908
test,in_left.jpg,incongruent,left,31032339,left,1,0,ii,1.092
test,con_left.jpg,congruent,left,31032339,left,1,1,ic,1.226
test,con_left.jpg,congruent,left,31032339,left,1,0,cc,0.861
test,in_right.jpg,incongruent,right,31032339,right,1,1,ci,0.964
test,in_right.jpg,incongruent,right,31032339,left,0,0,ii,0.823
test,con_right.jpg,congruent,right,31032339,right,1,1,ic,1.107
test,con_left.jpg,congruent,left,31032339,left,1,0,cc,0.859
test,nogo_right.jpg,nogo,right,31032339,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,31032339,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,31032339,left,1,1,xi,1.077
test,in_left.jpg,incongruent,left,31032339,left,1,0,ii,0.927
test,nogo_left.jpg,nogo,left,31032339,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,31032339,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,31032339,left,1,1,xi,1.494
