block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,31032331,left,1,NA,NA,2.022
practice,right_fish.jpg,null,right,31032331,right,1,NA,NA,1.682
practice,bowl.jpg,null,,31032331,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,31032331,right,1,NA,NA,0.845
practice,bowl.jpg,null,,31032331,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,31032331,left,1,NA,NA,0.978
practice,con_left_practice.jpg,congruent,left,31032331,left,1,NA,NA,3.746
practice,in_left_practice.jpg,incongruent,left,31032331,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,31032331,right,1,1,ic,1.528
practice,nogo_right_practice.jpg,nogo,right,31032331,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,31032331,right,1,1,xi,4.515
practice,nogo_left_practice.jpg,nogo,left,31032331,NA,1,1,ix,-1
test,in_left.jpg,incongruent,left,31032331,left,1,NA,NA,4.070
test,in_left.jpg,incongruent,left,31032331,right,0,0,ii,1.245
test,con_right.jpg,congruent,right,31032331,right,1,1,ic,1.615
test,con_left.jpg,congruent,left,31032331,left,1,0,cc,1.441
test,nogo_left.jpg,nogo,left,31032331,right,0,1,cx,1.042
test,nogo_right.jpg,nogo,right,31032331,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,31032331,left,1,1,xc,3.112
test,con_left.jpg,congruent,left,31032331,left,1,0,cc,2.214
test,nogo_right.jpg,nogo,right,31032331,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,31032331,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,31032331,right,1,1,xc,1.480
test,con_left.jpg,congruent,left,31032331,left,1,0,cc,2.280
test,in_right.jpg,incongruent,right,31032331,right,1,1,ci,1.759
test,in_left.jpg,incongruent,left,31032331,left,1,0,ii,1.830
test,con_left.jpg,congruent,left,31032331,right,0,1,ic,1.564
test,con_right.jpg,congruent,right,31032331,right,1,0,cc,2.230
test,in_right.jpg,incongruent,right,31032331,left,0,1,ci,1.332
test,in_right.jpg,incongruent,right,31032331,right,1,0,ii,1.467
test,nogo_left.jpg,nogo,left,31032331,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,31032331,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,31032331,right,1,1,xc,3.229
test,con_right.jpg,congruent,right,31032331,right,1,0,cc,2.397
test,in_left.jpg,incongruent,left,31032331,left,1,1,ci,1.980
test,in_left.jpg,incongruent,left,31032331,left,1,0,ii,2.297
test,nogo_right.jpg,nogo,right,31032331,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,31032331,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,31032331,right,1,1,xi,1.964
test,con_right.jpg,congruent,right,31032331,left,0,1,ic,1.898
test,con_left.jpg,congruent,left,31032331,left,1,0,cc,3.477
test,nogo_left.jpg,nogo,left,31032331,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,31032331,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,31032331,right,1,1,xi,2.232
test,in_left.jpg,incongruent,left,31032331,left,1,0,ii,4.614
test,nogo_right.jpg,nogo,right,31032331,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,31032331,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,31032331,NA,0,1,xi,-1
