block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,31032324,left,1,NA,NA,1.108
practice,right_fish.jpg,null,right,31032324,right,1,NA,NA,0.919
practice,bowl.jpg,null,,31032324,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,31032324,right,1,NA,NA,0.794
practice,bowl.jpg,null,,31032324,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,31032324,left,1,NA,NA,0.918
practice,con_left_practice.jpg,congruent,left,31032324,left,1,NA,NA,1.646
practice,in_left_practice.jpg,incongruent,left,31032324,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,31032324,right,1,1,ic,1.067
practice,nogo_right_practice.jpg,nogo,right,31032324,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,31032324,right,1,1,xi,2.501
practice,nogo_left_practice.jpg,nogo,left,31032324,NA,1,1,ix,-1
